mem,temp,acc,rot,class
642,27.4,68.345379254,0.01974,1
643.285714286,27.4,68.345473177,0.01895,1
645.142857143,27.4,68.382641918,0.02781,1
647.142857143,27.4,68.362392479,0.02841,1
649.142857143,27.4,68.361359388,0.024454,1
651.142857143,27.4,68.36245103,0.023674,1
654.428571429,27.4,68.345228048,0.022117,1
656.857142857,27.4,68.309179464,0.023127,1
659.285714286,27.4,68.288930025,0.022937,1
661.142857143,27.4,68.231552389,0.013747,1
662.714285714,27.4,68.231552389,0.025187,1
664.285714286,27.4,68.212430159,0.028753,1
666,27.4,68.174268731,0.048913,1
666.428571429,27.4,67.318934102,0.10467,1
666.857142857,27.4,67.260393347,0.1108,1
666.857142857,27.4,67.242292227,0.11142,1
667,27.4,67.280943301,0.11453,1
667.142857143,27.4,67.281978429,0.10169,1
667,27.4,67.281884311,0.0985,1
663.142857143,27.4,67.320045739,0.07544,1
661.571428571,27.4,68.176358907,0.019683,1
660.142857143,27.4,68.215687461,0.014763,1
659,27.4,68.214744599,0.013633,1
657.714285714,27.4,68.176187818,0.010803,1
656.142857143,27.4,68.215497661,0.012123,1
654.714285714,27.4,68.199678808,0.014343,1
656.857142857,27.4,68.218799196,0.015863,1
656.714285714,27.4,68.217726549,0.01619,1
656.428571429,27.4,68.21674801,0.013418,1
655.714285714,27.4,68.217785165,0.013458,1
655,27.4,68.257111968,0.013538,1
654.857142857,27.4,68.237993059,0.016578,1
654.714285714,27.4,68.272934326,0.015368,1
654.857142857,27.4,68.253813938,0.028308,1
654.714285714,27.4,68.254980683,0.029628,1
654.571428571,27.4,68.275077509,0.03119,1
654.428571429,27.4,68.293084336,0.03153,1
654.285714286,27.4,68.273872135,0.030003,1
653.571428571,27.4,68.234639246,0.028113,1
652.857142857,27.4,68.21655196,0.027453,1
651.571428571,27.4,68.216495453,0.013623,1
650.714285714,27.4,68.196286753,0.012393,1
650.428571429,27.4,68.19531013,0.011893,1
650.142857143,27.4,68.214526478,0.011573,1
650,27.4,68.214526478,0.01302,1
650.142857143,27.4,68.252782744,0.01134,1
650.285714286,27.4,68.215603711,0.0126,1
651.142857143,27.4,68.234874529,0.01468,1
652.428571429,27.4,68.234874529,0.01574,1
653.142857143,27.4,68.215754326,0.01649,1
654,27.4,68.21776404,0.01628,1
654.714285714,27.4,68.235905704,0.01736,1
655.857142857,27.4,68.236976241,0.01714,1
657.857142857,27.4,68.273214264,0.01553,1
659.571428571,27.4,68.236164727,0.01421,1
660.714285714,27.4,68.236164727,0.01416,1
661.857142857,27.4,68.236070619,0.01285,1
663,27.4,68.21704643,0.01525,1
664.142857143,27.4,68.196796991,0.01334,1
665.142857143,27.4,68.176606251,0.01476,1
665.285714286,27.4,68.176738003,0.01476,1
665.857142857,27.4,68.194573229,0.01581,1
666.714285714,27.4,68.213709292,0.01494,1
667.571428571,27.4,68.2138034,0.0146,1
668.428571429,27.4,68.211601527,0.01208,1
669.285714286,27.4,68.174475227,0.05182,1
670,27.4,68.193501507,0.10057,1
670.714285714,27.4,68.19547751,0.10144,1
671.142857143,27.4,68.1945365,0.10024,1
671.285714286,27.4,68.233752235,0.099873,1
671.428571429,27.4,68.214446407,0.113623,1
671.571428571,27.4,68.176280909,0.115823,1
671.714285714,27.4,68.232623557,0.076683,1
671.857142857,27.4,68.231684389,0.027833,1
672,27.4,68.365437813,0.031703,1
672,27.4,68.366378823,0.032663,1
672.285714286,27.4,68.328141627,0.03393,1
673.571428571,27.4,68.366567658,0.02171,1
675,27.4,68.387706793,0.0209,1
677,27.4,68.330457218,0.02284,1
679,27.4,68.314459698,0.02292,1
681.285714286,27.4,68.160403281,0.017912,1
683.571428571,27.4,68.160497389,0.017652,1
685.571428571,27.4,68.140231875,0.016972,1
686.714285714,27.4,68.139198784,0.017502,1
687.571428571,27.4,68.15842702,0.018702,1
687.571428571,27.4,68.19866212,0.016512,1
687.571428571,27.4,68.216669354,0.016372,1
687.428571429,27.4,68.25492599,0.01842,1
687.285714286,27.4,68.25492599,0.017036,1
687.142857143,27.4,68.274118857,0.016512,1
687.142857143,27.4,68.275151948,0.014772,1
687.285714286,27.4,68.275151948,0.014422,1
687.714285714,27.4,68.293199514,0.013474,1
688.142857143,27.4,68.27300858,0.011884,1
688.571428571,27.4,68.233714778,0.012054,1
689,27.4,68.252741058,0.012988,1
689.428571429,27.4,68.292275839,0.014112,1
689.571428571,27.4,68.275339315,0.015552,1
689.714285714,27.4,68.293386881,0.014642,1
689.857142857,27.4,68.274266678,0.01495,1
689.857142857,27.4,68.274266678,0.014312,1
689.714285714,27.4,68.33277522,0.014272,1
689.714285714,27.4,68.294612877,0.013862,1
689.714285714,27.4,68.274423887,0.013722,1
689.714285714,27.4,68.292337034,0.014032,1
689.714285714,27.4,68.274289468,0.012892,1
689.714285714,27.4,68.255285402,0.014122,1
690.428571429,27.4,68.274631193,0.01541,1
691.142857143,27.4,68.23746281,0.0145,1
692.714285714,27.4,68.275850556,0.01574,1
694.285714286,27.4,68.275850556,0.01539,1
695.285714286,27.4,68.27594447,0.01424,1
696,27.4,68.273836715,0.013839,1
696.714285714,27.4,68.254717503,0.013419,1
696.857142857,27.4,68.254586023,0.014979,1
697.142857143,27.4,68.23450932,0.017649,1
696.142857143,27.4,68.21405307,0.039789,1
695.142857143,27.4,68.175665324,0.074859,1
694.714285714,27.4,68.155775688,0.075979,1
694.571428571,27.4,68.195351753,0.08095,1
694.285714286,27.4,68.252895749,0.08009,1
693.857142857,27.4,68.234979906,0.07821,1
693.285714286,27.4,68.25411571,0.07524,1
693,27.4,68.256693985,0.0522,1
692.571428571,27.4,68.295081731,0.01667,1
692.142857143,27.4,68.27594626,0.01713,1
691.857142857,27.4,68.237706417,0.01293,1
691.714285714,27.4,68.200526046,0.01352,1
691.714285714,27.4,68.200526046,0.01379,1
691.714285714,27.4,68.200695412,0.014,1
691.714285714,27.4,68.219643909,0.01374,1
685.857142857,27.4,68.220883447,0.0151,1
679.857142857,27.4,68.238983832,0.01445,1
673.714285714,27.4,68.238983832,0.013394,1
667.571428571,27.4,68.238983832,0.014754,1
661.428571429,27.4,68.25720019,0.014464,1
655.285714286,27.4,68.238064719,0.014504,1
649.142857143,27.4,68.198908147,0.013924,1
649,27.4,68.197668609,0.017474,1
649,27.4,68.216790249,0.017794,1
649,27.4,68.197485079,0.01872,1
649.142857143,27.4,68.216317369,0.016434,1
649.285714286,27.4,68.217087391,0.015615,1
649.428571429,27.4,68.216691402,0.034205,1
649.285714286,27.4,68.215352551,0.035065,1
649.142857143,27.4,68.21418798,0.032055,1
649,27.4,68.216122527,0.031285,1
648.857142857,27.4,68.233997357,0.054675,1
648.571428571,27.4,68.233903259,0.055661,1
648.285714286,27.4,68.193539301,0.055552,1
648.142857143,27.4,68.214859249,0.036592,1
648.285714286,27.4,68.233997349,0.035396,1
648.428571429,27.4,68.23503044,0.033217,1
648.571428571,27.4,68.215912595,0.031711,1
648.571428571,27.4,68.178918553,0.011261,1
648.571428571,27.4,68.198262219,0.011971,1
648.714285714,27.4,68.218435437,0.014179,1
648.714285714,27.4,68.23666805,0.020639,1
648.571428571,27.4,68.21752995,0.021625,1
648.428571429,27.4,68.199614107,0.023724,1
648.428571429,27.4,68.198409747,0.0243,1
648.571428571,27.4,68.237605662,0.02203,1
648.714285714,27.4,68.159812902,0.15165,1
648.857142857,27.4,68.141751586,0.1512,1
649,27.4,68.140549584,0.143944,1
649.285714286,27.4,68.065091579,0.248274,1
649.714285714,27.4,68.044751156,0.247014,1
649.857142857,27.4,68.02668984,0.247834,1
650.142857143,27.4,68.044568307,0.310254,1
650.428571429,27.4,67.988277837,0.236954,1
650.571428571,27.4,68.026529893,0.236644,1
650.714285714,27.4,68.00861405,0.24065,1
650.857142857,27.4,68.085410906,0.13567,1
650.857142857,27.4,68.105619606,0.13561,1
651,27.4,68.123680922,0.134214,1
651.142857143,27.4,68.141939767,0.124314,1
651.285714286,27.4,68.21852212,0.072794,1
651.428571429,27.4,68.219630987,0.074214,1
651.428571429,27.4,68.199196271,0.072254,1
651.571428571,27.4,68.199969322,0.077394,1
651.714285714,27.4,68.181948596,0.079794,1
651.857142857,27.4,68.16388728,0.08077,1
651.857142857,27.4,68.107541268,0.02754,1
651.857142857,27.4,68.10767351,0.02243,1
651.857142857,27.4,68.086373903,0.019464,1
652,27.4,68.123691371,0.018204,1
652,27.4,68.140717569,0.013774,1
651.714285714,27.4,68.175658836,0.011594,1
651.428571429,27.4,68.193720152,0.010372,1
651.142857143,27.4,68.211726979,0.010262,1
650.857142857,27.4,68.267799689,0.011462,1
650.571428571,27.4,68.286919892,0.013368,1
650.285714286,27.4,68.267703544,0.012638,1
650,27.4,68.28673184,0.014178,1
650,27.4,68.266611825,0.014388,1
649.857142857,27.4,68.266517717,0.01564,1
649.714285714,27.4,67.238129771,0.09568,1
649.714285714,27.4,67.201343838,0.0994,1
649.714285714,27.4,67.160956549,0.09846,1
649.714285714,27.4,67.161991677,0.098114,1
650.428571429,27.4,67.199171163,0.124844,1
651.571428571,27.4,67.219234776,0.138944,1
653,27.4,67.200098528,0.139784,1
648.857142857,27.4,68.209291564,0.060104,1
646.571428571,27.4,68.205784131,0.054764,1
645.285714286,27.4,68.188644472,0.053812,1
645,27.4,68.168471058,0.054628,1
644.571428571,27.4,68.093030872,0.026138,1
643.857142857,27.4,68.016525433,0.013238,1
642.714285714,27.4,68.014432072,0.012118,1
647.714285714,27.4,68.014432072,0.011241,1
650.857142857,27.4,68.051737763,0.011731,1
653,27.4,68.107085631,0.014063,1
654.142857143,27.4,68.126223917,0.013581,1
654.714285714,27.4,68.10604394,0.014071,1
655.142857143,27.4,68.145382247,0.012691,1
656.285714286,27.4,68.165670846,0.012511,1
654,27.4,68.185900884,0.013188,1
654.142857143,27.4,68.168827161,0.012518,1
655.857142857,27.4,68.132655682,0.011388,1
657.571428571,27.4,68.094338959,0.01273,1
658.857142857,27.4,68.114462312,0.01355,1
660,27.4,68.094303445,0.0133,1
660.714285714,27.4,68.094209327,0.01432,1
664.285714286,27.4,68.073979289,0.01335,1
665.285714286,27.4,68.093007585,0.01356,1
664.714285714,27.4,68.131358144,0.01446,1
664.142857143,27.4,68.188797281,0.013107,1
664,27.4,68.226118958,0.012357,1
663.714285714,27.4,68.283444957,0.014677,1
663.428571429,27.4,68.303600473,0.016117,1
663,27.4,68.284535396,0.017367,1
663.571428571,27.4,68.227379755,0.019227,1
664.142857143,27.4,70.848482993,0.308427,1
665.285714286,27.4,70.810146814,0.30936,1
666.571428571,27.4,70.753703324,0.307793,1
668.714285714,27.4,68.323873713,0.690803,1
670.857142857,27.4,68.284504432,0.690803,1
673,27.4,68.36123484,0.690853,1
674.285714286,27.4,68.380525813,0.692253,1
675.571428571,27.4,65.701139909,0.403183,1
675.857142857,27.4,65.700442162,0.403993,1
676,27.4,65.738156578,0.40487,1
675.571428571,27.4,68.149146047,0.018373,1
675.285714286,27.4,68.187707654,0.017523,1
675.285714286,27.4,68.167589451,0.019763,1
670.428571429,27.4,68.186726959,0.016323,1
669.428571429,27.4,68.205848215,0.015793,1
669.285714286,27.4,67.865598772,0.032973,1
668.571428571,27.4,67.848326249,0.033993,1
668,27.4,67.848326249,0.03595,1
666.571428571,27.4,67.830239381,0.03505,1
664.714285714,27.4,67.792975192,0.03332,1
667.428571429,27.4,67.697165631,0.03862,1
666.285714286,27.4,67.696335824,0.03884,1
664.714285714,27.4,68.057927119,0.02097,1
664,27.4,68.037938774,0.02003,1
663.142857143,27.4,68.03884214,0.01932,1
663,27.4,68.019574339,0.02009,1
667.285714286,27.3857142857,68.059036264,0.01946,1
671.571428571,27.3714285714,68.175000525,0.01515,1
675.714285714,27.3571428571,68.193970595,0.01452,1
679.714285714,27.3428571429,68.193801229,0.013137,1
683.571428571,27.3285714286,68.211752892,0.014737,1
687.714285714,27.3142857143,68.21188463,0.014087,1
691.857142857,27.3,68.212959377,0.014077,1
691.857142857,27.3,68.155585414,0.014887,1
692,27.3,67.851696572,0.027997,1
686.571428571,27.3,67.81534198,0.029147,1
682.857142857,27.3,67.81534198,0.03098,1
678.857142857,27.3,67.817548361,0.028643,1
674.714285714,27.3,67.817416623,0.030443,1
670.571428571,27.3,67.816473873,0.029323,1
665.714285714,27.3,67.8342539,0.028523,1
660.857142857,27.3,68.137973707,0.014403,1
661.714285714,27.3,68.196551448,0.013593,1
661,27.3,68.158296432,0.013043,1
660.428571429,27.3,68.194353781,0.01422,1
659.857142857,27.3,68.232726024,0.01446,1
659.285714286,27.3,68.269817202,0.01414,1
659.428571429,27.3,68.270854357,0.01418,1
659.571428571,27.3,68.271023392,0.013648,1
659.714285714,27.3,68.250701187,0.013368,1
659.857142857,27.3,68.308076148,0.013038,1
660,27.3,68.2899498,0.012318,1
660,27.3,68.251709295,0.010188,1
660,27.3,68.233753921,0.010838,1
660,27.3,68.310251935,0.009906,1
659.857142857,27.3,68.27079001,0.010628,1
659.714285714,27.3,68.270921748,0.010478,1
659.285714286,27.3,68.232665999,0.009826,1
659.285714286,27.3,68.233870469,0.010286,1
659.428571429,27.3,68.234943091,0.012336,1
659.428571429,27.3,68.234943091,0.012066,1
659.571428571,27.3,68.176677774,0.013868,1
659.857142857,27.3,68.177582918,0.013146,1
660.142857143,27.3,68.177752284,0.013886,1
660.714285714,27.3,68.217078555,0.014688,1
660.857142857,27.3,68.216909189,0.016008,1
660.857142857,27.3,68.234956512,0.014618,1
661,27.3,68.215820708,0.015538,1
661.142857143,27.3,68.215820708,0.014428,1
661.285714286,27.3,68.235088509,0.014203,1
661.428571429,27.3,68.25510961,0.012203,1
661.571428571,27.3,68.33146875,0.019703,1
661.714285714,27.3,68.329304302,0.018673,1
661.857142857,27.3,68.309017501,0.018013,1
661.857142857,27.3,68.327118201,0.016943,1
661.714285714,27.3,68.329395275,0.016823,1
661.428571429,27.3,68.34851522,0.01674,1
661,27.3,68.328324753,0.01733,1
660.571428571,27.3,68.212639342,0.009028,1
660.142857143,27.3,68.214672052,0.009128,1
659.714285714,27.3,68.215838908,0.010048,1
659.571428571,27.3,68.254983294,0.009968,1
659.428571429,27.3,68.292150533,0.010498,1
659.428571429,27.3,68.291117456,0.012908,1
659.571428571,27.3,68.272358931,0.013378,1
659.285714286,27.3,68.290629015,0.013086,1
659,27.3,68.290629015,0.011712,1
658.857142857,27.3,68.271361214,0.012802,1
658.571428571,27.3,68.2513388,0.013882,1
658,27.3,68.214002213,0.013502,1
657.428571429,27.3,68.195915345,0.011143,1
656.571428571,27.3,68.233793815,0.011013,1
658.285714286,27.3,68.215523731,0.012177,1
658.285714286,27.3,68.197594397,0.012991,1
657.857142857,27.3,68.237052665,0.011791,1
657.714285714,27.3,68.180710781,0.012311,1
657.714285714,27.3,68.160502355,0.012201,1
657.857142857,27.3,68.161574977,0.01364,1
658.285714286,27.3,68.123319228,0.01466,1
656.571428571,27.3,68.122451804,0.013531,1
656.857142857,27.3,68.140512876,0.013871,1
657.428571429,27.3,68.082067393,0.014141,1
657.714285714,27.3,68.120322409,0.012631,1
658.142857143,27.3,68.101203197,0.012831,1
658.428571429,27.3,68.098963719,0.011357,1
658.714285714,27.3,68.156340028,0.012497,1
659.142857143,27.3,68.158659422,0.013626,1
659.285714286,27.3,68.121481254,0.012666,1
659.428571429,27.3,68.178574415,0.164576,1
659.857142857,27.3,68.15960831,0.164526,1
660.428571429,27.3,68.199105296,0.164476,1
661,27.3,68.201344774,0.16519,1
661.571428571,27.3,68.164176891,0.16605,1
662,27.3,68.183102695,0.16536,1
662.571428571,27.3,68.221353485,0.16748,1
663.142857143,27.3,68.203587962,0.01754,1
663.428571429,27.3,68.222723433,0.0175,1
663.428571429,27.3,68.240601408,0.01777,1
663.714285714,27.3,68.238493682,0.01803,1
664,27.3,68.238493682,0.01578,1
664.285714286,27.3,68.218115908,0.01636,1
664.428571429,27.3,68.216008182,0.014046,1
664.571428571,27.3,68.174639849,0.016006,1
664.714285714,27.3,68.155202682,0.016926,1
665.142857143,27.3,68.136252103,0.016656,1
665.285714286,27.3,68.118151403,0.015682,1
666.428571429,27.3,68.136198726,0.014722,1
667.571428571,27.3,68.156275429,0.013668,1
668.571428571,27.3,68.159494182,0.013862,1
669.571428571,27.3,68.179616948,0.011592,1
670.571428571,27.3,68.179748945,0.010802,1
671.428571429,27.3,68.179579579,0.010892,1
672.285714286,27.3,68.197849663,0.011996,1
672,27.3,68.159593914,0.012286,1
671.714285714,27.3,68.176608389,0.01354,1
670.142857143,27.3,68.172392058,0.01475,1
668.714285714,27.3,68.385464173,0.339,1
667.142857143,27.3,68.404769343,0.33922,1
665.857142857,27.3,68.444078278,0.34478,1
664.714285714,27.3,68.444943998,0.34415,1
663.714285714,27.3,68.445113697,0.34411,1
661.142857143,27.3,68.388771049,0.3461,1
660,27.3,68.371667927,0.34586,1
658.571428571,27.3,68.198827759,0.01953,1
657.285714286,27.3,68.217778338,0.018245,1
655.142857143,27.3,68.159201602,0.013115,1
652.857142857,27.3,68.122193449,0.017005,1
650.428571429,27.3,68.12202375,0.018165,1
649.714285714,27.3,68.161351923,0.016355,1
649,27.3,68.104163348,0.019255,1
648.142857143,27.3,68.083972608,0.020685,1
647.428571429,27.3,68.045716859,0.02215,1
647.571428571,27.3,68.065154026,0.02181,1
647.714285714,27.3,68.081989234,0.02139,1
648,27.3,68.043446975,0.0878,1
648,27.3,68.043578698,0.08729,1
648.142857143,27.3,68.119903077,0.08582,1
648.714285714,27.3,68.120034815,0.09672,1
649.285714286,27.3,68.139339985,0.09748,1
649.571428571,27.3,68.140412589,0.09855,1
649.857142857,27.3,68.14144973,0.09678,1
650.142857143,27.3,68.179124565,0.02885,1
650.428571429,27.3,68.160972116,0.02873,1
650.571428571,27.3,68.141836312,0.02882,1
650.571428571,27.3,68.140801208,0.01748,1
635.714285714,27.3,68.160690844,0.01571,1
622.285714286,27.3,68.15841377,0.0156,1
608.714285714,27.3,68.215658856,0.013688,1
594.857142857,27.3,68.178457343,0.034918,1
582.428571429,27.3,68.078597273,0.035468,1
570.571428571,27.3,68.116853022,0.033698,1
559.142857143,27.3,68.137008071,0.032588,1
562.571428571,27.3,68.116949069,0.033188,1
564.571428571,27.3,68.061555534,0.197338,1
566.714285714,27.3,68.022279396,0.20368,1
569.285714286,27.3,68.041096863,0.18324,1
570.571428571,27.3,68.157905022,0.18478,1
571.285714286,27.3,68.118612132,0.18621,1
571.571428571,27.3,68.080224386,0.18623,1
571.857142857,27.3,68.118464891,0.18965,1
572.142857143,27.3,68.173726674,0.02538,1
572.428571429,27.3,68.193788072,0.02071,1
572.571428571,27.3,68.213039542,0.02111,1
572.571428571,27.3,68.193903479,0.16456,1
572.714285714,27.3,68.212909568,0.16931,1
572.857142857,27.3,68.213211264,0.17231,1
573,27.3,68.194090704,0.17164,1
573.142857143,27.3,67.853691573,0.30991,1
573.285714286,27.3,68.120359884,0.33462,1
573.428571429,27.3,68.13936395,0.33371,1
573.714285714,27.3,68.157370777,0.18828,1
573.857142857,27.3,68.176493007,0.181249,1
574,27.3,68.195327374,0.179139,1
574,27.3,68.175793575,0.187999,1
574,27.3,68.478972288,0.049089,1
573.714285714,27.3,68.211496303,0.027409,1
573.428571429,27.3,68.211496303,0.028859,1
573.142857143,27.3,68.174502261,0.033249,1
572.857142857,27.3,68.098944594,0.18853,1
572.714285714,27.3,68.115077151,0.1886,1
572.571428571,27.3,68.096355201,0.19,1
572.428571429,27.3,68.134610737,0.19128,1
572.857142857,27.3,68.097256068,0.18934,1
577.142857143,27.3,68.097387806,0.18841,1
580.428571429,27.3,68.117449768,0.18364,1
583.857142857,27.3,68.174920323,0.03073,1
587.142857143,27.3,68.138520244,0.03074,1
590.428571429,27.3,68.138388247,0.01698,1
593.142857143,27.3,68.15750845,0.01782,1
595.571428571,27.3,68.158583197,0.01583,1
594.142857143,27.3,68.177477739,0.01484,1
593.714285714,27.3,68.175365837,0.01527,1
593.142857143,27.3,68.174330719,0.01326,1
592.571428571,27.3,68.213718444,0.01251,1
592,27.3,68.194598971,0.01294,1
592,27.3,68.17756836,0.01047,1
592.428571429,27.3,68.195629676,0.01624,1
592.857142857,27.3,68.15854208,0.01638,1
593.285714286,27.3,68.159579235,0.0169,1
593.571428571,27.3,68.140346831,0.01783,1
593.857142857,27.3,68.121226628,0.01735,1
594.142857143,27.3,68.140251808,0.01846,1
594.428571429,27.3,68.1201009,0.017328,1
594.285714286,27.3,68.120006792,0.011898,1
594.142857143,27.3,68.118932045,0.013598,1
594,27.3,68.120006792,0.013268,1
594,27.3,68.121138251,0.014228,1
594,27.3,68.236007856,0.027318,1
594.142857143,27.3,68.25536995,0.027108,1
594.285714286,27.3,68.273337158,0.03127,1
594.428571429,27.3,68.32967059,0.03039,1
594.571428571,27.3,68.347771535,0.03012,1
594.714285714,27.3,68.364929485,0.03042,1
594.857142857,27.3,68.402058726,0.02952,1
595,27.3,68.268053058,0.01795,1
595.142857143,27.3,68.287173003,0.02033,1
595.285714286,27.3,68.268131048,0.01587,1
595.428571429,27.3,68.211891724,0.01658,1
595.571428571,27.3,68.211891724,0.01866,1
595.714285714,27.3,68.23182137,0.01686,1
595.857142857,27.3,68.212793074,0.01751,1
596.142857143,27.3,68.233001774,0.01709,1
595,27.3,68.232776371,0.01368,1
